Buyer,Origin,Buy Agree ID,Vendor,Name,Status,Descr,Vt process used,Vt agrmt type,Begin Dt,Expire Dt,Max. Amt,State
CTOUCHET,LIB,0000000000000000000033113,0000301647,E-Rate Elite Services Inc,Open,Admin of ERate program for LIB,Sole,Prof,1/9/2017,10/31/2018,10000.000,MD
CTOUCHET,LIB,0000000000000000000033163,0000358972,Auto-Graphics Inc.,Approved,Host Statewide Resourse System,Standard,Info tech,1/26/2017,12/31/2018,1276902.000,CA
CTOUCHET,LIB,0000000000000000000034666,0000012909,Swank Motion Pictures,Approved,,Simplified,Other,6/1/2017,5/31/2019,25200.000,IL
CTOUCHET,LIB,0000000000000000000034666,0000012909,Swank Motion Pictures,Approved,,Simplified,Other,6/1/2017,5/31/2019,25200.000,MO
CTOUCHET,LIB,0000000000000000000034706,0000000751,Lake Morey Resort,Approved,VELI-STEM Spring Conference,Simplified,Grant,4/1/2017,9/20/2017,5660.510,VT
CTOUCHET,LIB,0000000000000000000034707,0000010686,Baker & Taylor Inc,Open,Library Statistics Software,Sole,Info tech,7/1/2017,6/30/2018,4250.000,GA
CTOUCHET,LIB,0000000000000000000034821,0000275164,Keystone Systems Inc,Approved,Purchase of Printer & Network,Sole,Commodity,8/1/2016,9/30/2017,7180.000,NC
CTOUCHET,LIB,0000000000000000000035009,0000364970,A. RIFKIN CO,Approved,Zippered Courier Cloth Bags,Simplified,Other,9/7/2017,10/7/2017,8389.700,PA
CWINTERS,DOE,0000000000000000000022934,0000310025,Academic Development Institute Inc,Approved,,Sole,Prof,11/1/2012,9/30/2017,50000.000,IL
CWINTERS,DOE,0000000000000000000030763,0000349999,Regents of University of California Los,Approved,,Sole,Prof,7/1/2015,6/30/2017,877549.500,CA
DCAMERON,BIS,0000000000000000000024265,0000302455,Examination Resources LLC,Approved,,,,7/1/2013,6/30/2017,125000.000,GA
DCAMERON,BIS,0000000000000000000024267,0000019985,Bostick Crawford Consulting Group,Approved,,,,7/1/2013,6/30/2017,400000.000,TX
DCAMERON,BIS,0000000000000000000024273,0000019587,Oliver Wyman Actuarial Consulting Inc,Approved,,Standard,Prof,7/1/2013,6/30/2017,1000000.000,NY
DCAMERON,BIS,0000000000000000000025293,0000016126,Navigant Consulting Group,Approved,,,,9/3/2013,9/2/2017,706735.000,IL
DCAMERON,BIS,0000000000000000000025293,0000016126,Navigant Consulting Group,Approved,,,,9/3/2013,9/2/2017,706735.000,IL
DCAMERON,BIS,0000000000000000000028613,0000011716,Milliman Inc,Open,Insurance Exams,,,7/1/2015,6/30/2017,200000.000,PA
DCAMERON,BIS,0000000000000000000028640,0000011716,Milliman Inc,Approved,Insurance Exams,,,7/1/2015,6/30/2017,200000.000,PA
DCAMERON,BIS,0000000000000000000028641,0000018383,INS Consultants Inc,Approved,Insurance Exams,,,7/1/2015,6/30/2017,150000.000,PA
DCAMERON,BIS,0000000000000000000028642,0000324186,Johnson Lambert LLP,Approved,Insurance Exams,,,7/1/2015,6/30/2017,500000.000,NC
DCAMERON,BIS,0000000000000000000028643,0000324185,Risk & Regulatory Consulting LLC,Approved,Insurance Exams,,,7/1/2015,6/30/2017,200000.000,CT
DCAMERON,BIS,0000000000000000000028644,0000011716,Milliman Inc,Approved,Insurance Life and Health,,,7/1/2015,6/30/2017,300000.000,PA
DCAMERON,BIS,0000000000000000000028645,0000018383,INS Consultants Inc,Approved,Insurance Life and Health,,,7/1/2015,6/30/2017,300000.000,PA
DCAMERON,BIS,0000000000000000000028646,0000324185,Risk & Regulatory Consulting LLC,Approved,Insurance Credit Life,Standard,Other,7/1/2015,6/30/2017,273337.000,CT
DCAMERON,BIS,0000000000000000000028647,0000302463,Merlinos & Associates Inc,Open,Insurance P &C,,,7/1/2015,6/30/2017,75000.000,GA
DCAMERON,BIS,0000000000000000000028648,0000011716,Milliman Inc,Approved,Insurance P&C,,,7/1/2015,6/30/2017,200000.000,PA
DCAMERON,BIS,0000000000000000000028649,0000019587,Oliver Wyman Actuarial Consulting Inc,Approved,Insurance P&C,,,7/1/2015,6/30/2017,200000.000,NY
DCAMERON,BIS,0000000000000000000028650,0000324004,"Rector & Associates, Inc.",Approved,Insurance Market Conduct,Standard,Prof,7/1/2015,6/30/2017,125000.000,OH
DCAMERON,BIS,0000000000000000000028651,0000282191,Dixon Hughes PLLC,Open,Insurance Market Conduct,,,7/1/2015,6/30/2017,100000.000,NC
DCAMERON,BIS,0000000000000000000028652,0000018383,INS Consultants Inc,Approved,Insurance Market Conduct,,,7/1/2015,6/30/2017,100000.000,PA
DCAMERON,BIS,0000000000000000000028653,0000125925,"Greenway,Jennifer",Approved,Insurance Market Conduct,,,7/1/2015,6/30/2017,100000.000,VA
DCAMERON,BIS,0000000000000000000028654,0000038910,"Kriplean,Robbie",Approved,Insurance Market Conduct,,,7/1/2015,6/30/2017,200000.000,TN
DCAMERON,BIS,0000000000000000000028655,0000302296,"NorthstarExams, LLC",Approved,Insurance Market conduct,,,7/1/2015,6/30/2017,200000.000,TX
DCAMERON,BIS,0000000000000000000028656,0000324185,Risk & Regulatory Consulting LLC,Approved,Insurance Market Conduct,,,7/1/2015,6/30/2017,200000.000,CT
DCAMERON,BIS,0000000000000000000028705,0000342593,"Baker Tilly Virchow Krause, LLP",Open,Insurance Financial Exams,,,7/1/2015,6/30/2017,100000.000,WI
DCAMERON,BIS,0000000000000000000028775,0000017783,Actuarial & Technical Solutions,Approved,Captive & RRG Apps,,,7/1/2015,6/30/2017,150000.000,NY
DCAMERON,BIS,0000000000000000000028776,0000020049,Ami Risk Consultants,Approved,Captive and RRG Apps,,,7/1/2015,6/30/2017,100000.000,FL
DCAMERON,BIS,0000000000000000000028777,0000283249,Bartlett Actuarial Group Ltd,Approved,Captive and RRG apps,,,7/1/2015,6/30/2017,100000.000,SC
DCAMERON,BIS,0000000000000000000028778,0000018383,INS Consultants Inc,Approved,Captive $ RRG apps,,,7/1/2015,6/30/2017,100000.000,PA
DCAMERON,BIS,0000000000000000000028779,0000324397,"ISC Strategies Consulting, Inc.",Approved,Captive & RRG apps,,,7/1/2015,6/30/2017,100000.000,IA
DCAMERON,BIS,0000000000000000000028780,0000302863,JPY Services LLC,Approved,Captive & RRG Apps,,,7/1/2015,6/30/2017,100000.000,NH
DCAMERON,BIS,0000000000000000000028782,0000259813,Lewis & Ellis Inc,Approved,Captive & RRG Apps,,,7/1/2015,6/30/2017,150000.000,TX
DCAMERON,BIS,0000000000000000000028783,0000302463,Merlinos & Associates Inc,Approved,Captive & RRG Apps,,,7/1/2015,6/30/2017,100000.000,GA
DCAMERON,BIS,0000000000000000000028784,0000011716,Milliman Inc,Approved,Captive & RRG Apps,,,7/1/2015,6/30/2017,150000.000,PA
DCAMERON,BIS,0000000000000000000028785,0000193426,Pinnacle Actuarial Resources Inc,Approved,Captive & RRG Apps,,,7/1/2015,6/30/2017,100000.000,IL
DCAMERON,BIS,0000000000000000000028786,0000019986,Practical Actuarial Solutions,Approved,Captive & RRg Apps,,,7/1/2015,6/30/2017,100000.000,CT
DCAMERON,BIS,0000000000000000000028787,0000018582,Taylor-Walker & Associates Inc,Approved,Captive & RRG Apps,,,7/1/2015,6/30/2017,150000.000,UT
DCAMERON,BIS,0000000000000000000029673,0000305049,"National Medical Reviews, Inc.",Approved,External Review of Health Care,,,8/1/2015,7/31/2017,20000.000,PA
DCAMERON,BIS,0000000000000000000029674,0000293969,Maximus Federal Services Inc,Approved,External Review of Health Care,Standard,Prof,8/1/2015,7/31/2018,20000.000,VA
DCAMERON,BIS,0000000000000000000029675,0000009152,Island Peer Review Organization,Approved,External Review of Health Care,,,8/1/2015,7/31/2017,20000.000,NY
DCAMERON,BIS,0000000000000000000029738,0000346197,"Managed Medical Review Organzation, Inc",Approved,Health Care Independent review,Standard,Financial,8/1/2015,7/31/2018,20000.000,MI
DCAMERON,BIS,0000000000000000000032152,0000033437,"Simpson,Robert V Jr",Approved,Department Hearing Officer,Simplified,Prof,7/20/2016,7/19/2018,24999.990,VT
DDAMORE,B52,0000000000000000000022550,0000003363,Lake Champlain Regional Chamber,Approved,BGS - WILLISTON INFO CENTER,Sole,Priv,7/1/2012,6/30/2017,1984594.140,VT
DDAMORE,B53,0000000000000000000022410,0000002474,Freeman-French-Freeman Architects,Approved,ARCHITECTURAL SERVICES,Sole,Arch/Eng,5/1/2012,4/30/2018,10740341.890,VT
DDAMORE,B83,0000000000000000000033086,0000006295,Vermont Sheriffs' Association,Approved,SECURITY SERVICES,Sole,Prof,1/9/2017,1/8/2019,250000.000,VT
DDAMORE,CP,0000000000000000000026962,0000332372,Bank Of America,Approved,PURCHASING CARD ASSIGNMENT,Standard,Other,10/1/2014,7/12/2018,30000000.000,CA
DDICKERS,JFO,0000000000000000000030569,0000322480,"Sayah,Jeffrey",Approved,JFO budget system support,,,11/9/2015,6/30/2017,9300.000,VT
DDICKERS,JFO,0000000000000000000030722,0000311016,"Sollace,Ira W",Approved,Pot legalization analysis,,,12/15/2015,5/31/2017,11000.000,VT
DDICKERS,JFO,0000000000000000000032195,0000035991,Policy Integrity,Approved,Health care policy,Qual based,Prof,7/1/2016,6/30/2017,20000.000,VT
DDICKERS,JFO,0000000000000000000032214,0000033660,"Brighton,Deb",Approved,"Ed finance, property tax",Qual based,Prof,7/1/2016,6/30/2018,100000.000,VT
DDICKERS,JFO,0000000000000000000032382,0000335266,"Crime Research Group, Inc.",Approved,Ongoing Results First work,Qual based,Prof,8/1/2016,10/31/2017,20000.000,VT
DDICKERS,JFO,0000000000000000000032512,0000348652,Data Doozer,Approved,Web visualizations,Qual based,Info tech,8/26/2016,5/31/2017,4500.000,VT
DDICKERS,JFO,0000000000000000000034470,0000348652,Data Doozer,Approved,Web visualizations,Qual based,Data usage,7/1/2017,6/30/2018,2460.000,VT
DDICKERS,JFO,0000000000000000000034482,0000035991,Policy Integrity,Approved,Health care policy,Qual based,Prof,7/1/2017,6/30/2018,20000.000,VT
DDICKERS,JFO,0000000000000000000034758,0000348146,"P & C Software Services, LLC",Approved,Review of State IT projects,Qual based,Prof,9/1/2017,8/30/2019,125000.000,VT
DDICKERS,JFO,0000000000000000000034964,0000335716,Bluehouse Group,Approved,JFO website strategy and plan,Qual based,Prof,9/18/2017,6/30/2018,12980.000,VT
DDONATI,DOL,0000000000000000000028760,0000227846,HMC Advertising LLC,Approved,MEDIA PURCHASE,Simplified,Marketing,3/31/2015,6/30/2017,300000.000,VT
DDONATI,DOL,0000000000000000000028761,0000227846,HMC Advertising LLC,Approved,CREATIVE SERVICES,Simplified,Marketing,3/31/2015,6/30/2017,200000.000,VT
DERIKSEN,VET,0000000000000000000029711,0000025513,"Callanan,Niles",Approved,,Sole,Other,8/1/2015,6/30/2018,200000.000,VT
DERIKSEN,VET,0000000000000000000030758,0000350486,"Benchmark Therapies, Inc.",Approved,REHAB SERVICES,Standard,Other,2/1/2016,1/31/2018,1455000.000,PA
DERIKSEN,VET,0000000000000000000032775,0000024625,"King,Peter MD",Approved,,Sole,Other,10/1/2016,9/30/2018,554400.000,VT
DERIKSEN,VET,0000000000000000000033542,0000212495,Vermont Information Technology Leaders,Approved,CLINICAL INFORMATION EXCHANGE,Sole,Zero,5/1/2017,4/30/2019,1.000,VT
DERIKSEN,VET,0000000000000000000034246,0000318332,"TLC Nursing Associates, LLC",Approved,TEMPORARY NURSING STAFF,Standard,Other,7/1/2017,6/30/2019,300000.000,VT
DERIKSEN,VET,0000000000000000000034366,0000362741,"Adil Business Systems, Inc.",Approved,TEMPORARY NURSING STAFF,Standard,Other,7/1/2017,6/30/2019,300000.000,NY
DERIKSEN,VET,0000000000000000000034367,0000362742,"Quality Placement Authority, LLC.",Approved,TEMPORARY NURSING STAFF,Standard,Other,7/1/2017,6/30/2019,300000.000,IL
DERIKSEN,VET,0000000000000000000034479,0000276957,"Coonradt,Kenneth",Approved,CHAPLAIN PASTORAL CARE SERVICE,Sole,Other,8/1/2017,7/31/2019,20000.000,VT
DERIKSEN,VET,0000000000000000000034566,0000363359,"McSherry,Richard",Approved,CHAPLAIN PASTORAL CARE SERVICE,Simplified,Other,8/1/2017,7/31/2019,20000.000,VT
DERIKSEN,VET,0000000000000000000034848,0000364483,Bonadio & Co LLP,Approved,AUDITING AND COST REPORT SERV,Standard,Prof,7/1/2017,6/30/2019,70000.000,NY
DERIKSEN,VET,0000000000000000000035044,0000024625,"King,Peter MD",Open,MEDICAL DIRECTOR,Standard,Other,10/1/2017,9/30/2019,464800.000,VT
DFORD,AG,0000000000000000000020964,0000307403,Law Manager Inc,Approved,AG - CASE MANAGEMENT DATABASE,Standard,Info tech,11/1/2011,11/30/2017,854654.270,TX
DFORD,AG,0000000000000000000024639,0000272433,"Richman,Jack E",Approved,AG - BGS - EXPERT WITNESS,Sole,Prof,6/15/2013,6/14/2018,12000.000,MA
DFORD,AG,0000000000000000000025080,0000289849,Kessler Topaz Meltzer & Check LLP,Approved,AG - SECURITIES MONITORING,,,8/15/2013,8/15/2017,0.000,PA
DFORD,AG,0000000000000000000025286,0000327606,"Everlaw, Inc.",Open,AG - DOCUMENT HOSTING,Simplified,Info tech,9/1/2013,8/30/2018,149825.000,CA
DFORD,AG,0000000000000000000025842,0000330098,"Barrack, Rodes & Bacine",Approved,AG - SECURITIES MONITORING,Standard,Prof,12/1/2013,11/30/2017,0.000,PA
DFORD,AG,0000000000000000000026552,0000333996,Baron & Budd P.C.,Approved,AG - LEGAL SERVICES,Sole,Prof,5/15/2014,6/30/2018,0.000,TX
DFORD,AG,0000000000000000000027069,0000335403,Rivulent Web Design Inc,Approved,AG - CDIV - YSASP TOOLS,Sole,Prof,6/30/2014,6/30/2018,10838.000,WA
DFORD,AG,0000000000000000000028069,0000338935,State of Colorado,Approved,AG - 2004 NPM Cost Share,Sole,Other,7/1/2014,6/30/2018,55855.640,CO
DFORD,AG,0000000000000000000028308,0000002275,McNeil Leddy & Sheahan,Approved,AG - BGS - CONFLICT COUNSEL,Sole,Prof,12/15/2014,12/15/2018,38928.750,VT
DFORD,AG,0000000000000000000028344,0000340649,Washington State Attorney General's,Approved,AG - COST SHARE,Sole,Other,1/1/2015,2/28/2018,10000.000,WA
DFORD,AG,0000000000000000000028425,0000334286,"Green Omega, L3C",Approved,AG-CDIV-RF PROJECT DIRECTOR,Sole,Prof,2/1/2015,8/31/2018,126000.000,VT
DFORD,AG,0000000000000000000030007,0000346941,"Davis,Scott PhD",Approved,AG - BGS - EXPERT WITNESS,Sole,Prof,8/1/2015,7/31/2018,15000.000,WA
DFORD,AG,0000000000000000000030008,0000346942,"Lindsay,Cameron K.",Approved,AG - BGS - EXPERT WITNESS,Sole,Prof,8/25/2015,8/24/2018,14400.000,PA
DFORD,AG,0000000000000000000030525,0000040096,Burlington City Treasurer,Approved,AGO - ICAC TASK FORCE,Sole,Prof,11/20/2015,9/30/2017,16151.720,VT
DFORD,AG,0000000000000000000030525,0000040096,Burlington City Treasurer,Approved,AGO - ICAC TASK FORCE,Sole,Prof,11/20/2015,9/30/2017,16151.720,VT
DFORD,AG,0000000000000000000030526,0000040155,South Burlington City Treasurer,Approved,AG - ICAC TASK FORCE,Sole,Prof,11/20/2015,9/30/2017,14400.000,VT
DFORD,AG,0000000000000000000030527,0000073816,VT State Department of Public Safety,Approved,AGO - ICAC TASK FORCE,Sole,Prof,11/20/2015,9/30/2017,21600.000,VT
DFORD,AG,0000000000000000000030600,0000035436,Sonny J Provetto CICSW,Approved,AG - MENTAL HEALTH CONSULTING,Sole,Prof,12/21/2015,9/30/2017,30117.500,VT
DFORD,AG,0000000000000000000030804,0000007449,"University of Vermont Medical Center,",Approved,AG - BMP - EXPERT,Sole,Prof,2/11/2016,2/10/2018,5000.000,VT
DFORD,AG,0000000000000000000031020,0000351687,"Anchor Engineering, Inc.",Approved,AG-ANR-EXPERT CONSULTANT,Sole,Prof,3/18/2016,3/17/2018,10000.000,CT
DFORD,AG,0000000000000000000031091,0000037345,"Crandall,Jeffrey A DDS",Approved,AG-MFRAU-EXPERT,Sole,Prof,3/30/2016,2/28/2018,15000.000,VT
DFORD,AG,0000000000000000000031116,0000043420,Chittenden County Court Diversion,Approved,AG - CDIV - SBIRT EVALUATIONS,Simplified,Prof,4/1/2016,6/30/2018,11000.000,VT
DFORD,AG,0000000000000000000031215,0000346959,"Martinelli & Associates, Justice &",Approved,AG - AoA - EXPERT WITNESS,Sole,Prof,12/1/2015,11/30/2018,9500.000,CA
DFORD,AG,0000000000000000000031536,0000279543,"Nersasian,Robert R",Approved,AG - EXPERT CONSULTANT,Sole,Prof,5/27/2016,5/26/2018,15000.000,MA
DFORD,AG,0000000000000000000031575,0000042844,University of Vermont,Approved,AG - MOU - CAP,Sole,Other,5/25/2016,6/30/2018,341142.000,VT
DFORD,AG,0000000000000000000031761,0000051954,Paul Frank & Collins PC,Approved,AG - AoA - CONFLICT COUNSEL,Sole,Prof,6/1/2016,12/31/2017,145000.000,VT
DFORD,AG,0000000000000000000031868,0000033437,"Simpson,Robert V Jr",Approved,AG - LEGAL SERVICES,Simplified,Prof,6/28/2016,6/27/2018,50000.000,VT
DFORD,AG,0000000000000000000032120,0000354959,"FTI Consulting, Inc.",Approved,AG - EXPERT CONSULTANT,Simplified,Prof,7/15/2016,12/31/2099,50000.000,MD
DFORD,AG,0000000000000000000032151,0000293564,"Sansoucy,George E PE LLC",Approved,AG - CONSULTING SERVICES,Sole,Prof,7/11/2016,6/30/2018,20000.000,NH
DFORD,AG,0000000000000000000032192,0000007449,"University of Vermont Medical Center,",Approved,AG - BMP - EXPERT,Sole,Prof,8/5/2016,8/4/2018,5000.000,VT
DFORD,AG,0000000000000000000032650,0000041638,Maine State Treasurer,Approved,AG - COST SHARE,Sole,Prof,9/1/2016,4/30/2018,0.000,ME
DFORD,AG,0000000000000000000032715,0000042918,"Vermont Law School, Inc",Approved,AG - CDiv - COST SHARE,Sole,Other,9/30/2016,9/30/2017,5000.000,VT
DFORD,AG,0000000000000000000033090,0000318199,"Robbins, Russell, Englert, Orseck,",Approved,AG - LEGAL COUNSEL,Simplified,Prof,1/4/2017,6/30/2019,0.000,VT
DFORD,AG,0000000000000000000033137,0000020361,"Drukteinis,Albert M MD JD",Approved,AG - BMP - EXPERT,Sole,Prof,1/27/2017,1/26/2019,7000.000,NH
DFORD,AG,0000000000000000000033174,0000020361,"Drukteinis,Albert M MD JD",Approved,AG - EXPERT,Sole,Prof,1/23/2017,1/22/2019,8000.000,NH
DFORD,AG,0000000000000000000033362,0000359864,"Liebschutz,Jane M.",Approved,AG - BMP - EXPERT,Sole,Prof,3/3/2017,3/2/2019,5000.000,MA
DFORD,AG,0000000000000000000033399,0000359210,Donofrio Asay PLC,Approved,AG - LEGAL SERVICES,Simplified,Prof,3/6/2017,12/31/2017,80000.000,VT
DFORD,AG,0000000000000000000033407,0000280174,Center for Behavioral Health,Approved,AG - CDIV - SBIRT Coaching,Standard,Prof,3/27/2017,3/31/2018,14000.000,VT
DFORD,AG,0000000000000000000033420,0000360099,"Silverman Consulting, LLC",Approved,AG - EXPERT CONSULTANT,Sole,Prof,3/9/2017,3/8/2020,41392.000,CA
DFORD,AG,0000000000000000000033483,0000360367,"Christian,Cindy W., MD",Approved,AG - EXPERT CONSULT,Sole,Prof,3/27/2017,3/26/2019,15000.000,PA
DFORD,AG,0000000000000000000033484,0000360369,CliCKS Document Management,Approved,AG - DOC MANAGEMENT SVCS,Simplified,Info tech,4/14/2017,4/13/2018,100000.000,PA
DFORD,AG,0000000000000000000033534,0000020361,"Drukteinis,Albert M MD JD",Approved,AG - AoA EXPERT CONSULT,Sole,Prof,4/10/2017,4/9/2019,15000.000,NH
DFORD,AG,0000000000000000000033536,0000034012,"Nash,William B PC",Approved,AG - EXPERT CONSULTANT,Sole,Prof,4/10/2017,4/9/2019,15000.000,VT
DFORD,AG,0000000000000000000033899,0000361704,"Woolf,Arthur",Approved,AG - EXPERT CONSULTANT,Sole,Prof,5/15/2017,5/14/2019,15000.000,VT
DFORD,AG,0000000000000000000034235,0000007449,"University of Vermont Medical Center,",Approved,AG - BMP - EXPERT,Sole,Prof,6/23/2017,6/22/2019,5000.000,VT
DFORD,AG,0000000000000000000034236,0000007449,"University of Vermont Medical Center,",Approved,AG - BMP - EXPERT,Sole,Prof,6/23/2017,6/22/2019,5000.000,VT
DFORD,AG,0000000000000000000034237,0000329352,Ellis Boxer & Blake PLLC,Approved,AG - BGS - CONFLICT COUNSEL,Simplified,Prof,6/19/2017,6/19/2018,15000.000,VT
DFORD,AG,0000000000000000000034286,0000362677,"TM McLellan Research, Inc.",Approved,AG - EXPERT CONSULTANT,Sole,Prof,6/26/2017,6/25/2019,15000.000,ON
DFORD,AG,0000000000000000000034319,0000362680,"Martindale,Robert G.",Open,AG - EXPERT CONSULTANT,Sole,Prof,6/26/2017,6/25/2019,15000.000,OR
DFORD,AG,0000000000000000000034393,0000362949,Peitho Institute,Open,AG - EXPERT CONSULTANT,Sole,Prof,7/5/2017,7/4/2019,15000.000,CA
DFORD,AG,0000000000000000000034435,0000002513,Lamoille Restorative Center,Approved,AG - PRETRIAL SERVICES,Sole,Prof,7/10/2017,6/30/2018,700000.000,VT
DFORD,AG,0000000000000000000034458,0000280174,Center for Behavioral Health,Approved,AG - CDIV - SBIRT TRAIN/COACH,Sole,Prof,7/17/2017,6/30/2018,8000.000,VT
DFORD,AG,0000000000000000000034463,0000326120,"Rosmarin,David MD",Approved,AG - EXPERT CONSULTANT,Sole,Prof,7/24/2017,7/23/2019,15000.000,MA
DFORD,AG,0000000000000000000034465,0000355716,"Drogin,Eric Y.",Approved,AG - EXPERT CONSULTANT,Sole,Prof,7/24/2017,7/23/2019,15000.000,MA
DFORD,AG,0000000000000000000034537,0000335266,"Crime Research Group, Inc.",Approved,AG-CDIV-DATA COLLECTI/CONSULT,Sole,Prof,8/1/2017,6/30/2018,4000.000,VT
DFORD,AG,0000000000000000000034540,0000007449,"University of Vermont Medical Center,",Approved,AG - BMP - EXPERT,Sole,Prof,7/31/2017,7/30/2019,5000.000,VT
DFORD,AG,0000000000000000000034637,0000363807,"Shanahan,Christopher William",Approved,AG - BMP - EXPERT,Sole,Prof,8/10/2017,8/9/2019,5000.000,MA
DFORD,AG,0000000000000000000034679,0000034584,"Jones,Deedee",Approved,AG - EEOC MEDIATION SVCS,Sole,Prof,8/18/2017,8/17/2019,7000.000,VT
DFORD,AG,0000000000000000000034680,0000072989,"Pagnucco,Peter",Approved,AG - EEOC MEDIATION SVCS,Sole,Prof,8/18/2017,8/17/2019,7000.000,VT
DFORD,AG,0000000000000000000034682,0000208501,"Mills,Alfred Slade",Approved,AG - EEOC MEDIATION SVCS,Sole,Prof,8/18/2017,8/17/2019,10000.000,VT
DFORD,AG,0000000000000000000034683,0000363922,"M. Starovic Psychiatry M.D., PLLC",Approved,AG - AoA EXPERT CONSULT,Sole,Prof,8/15/2017,8/14/2019,15000.000,NY
DFORD,AG,0000000000000000000034744,0000364212,"Hodin,Richard",Approved,AG - BMP - EXPERT,Sole,Prof,8/30/2017,8/29/2019,5000.000,MA
DFORD,AG,0000000000000000000034910,0000364704,"Language Connections, Inc.",Approved,AG - INTERPRETER,Simplified,Prof,9/14/2017,9/16/2017,2500.000,MA
DFORD,AG,0000000000000000000034938,0000344319,"Vaughan-Eden,Viola",Open,AG - AoA - EXPERT WITNESS,Sole,Prof,9/10/2017,9/9/2019,15000.000,VA
DFORD,AG,0000000000000000000034962,0000342815,"Giffin,James",Open,AG - FINANCIAL VALUATION SVC,Sole,Prof,9/18/2017,12/31/2017,4000.000,VT
DFORD,AG,0000000000000000000035005,0000007449,"University of Vermont Medical Center,",Approved,AG - BMP - EXPERT,Sole,Prof,10/2/2017,10/1/2019,5000.000,VT
DFORD,AG,0000000000000000000035043,0000042844,University of Vermont,Open,AG - EXPERT CONSULTANT,Sole,Prof,8/23/2017,8/22/2019,15000.000,VT
DFORD,AG,0000000000000000000035048,0000365090,"Vladeck,David C.",Open,AG - EXPERT CONSULTANT,Sole,Prof,8/17/2017,8/16/2019,15000.000,DC
DFORD,AG,0000000000000000000035079,0000365267,"Munger,Ellen",Open,AG - EXPERT CONSULTANT,Sole,Prof,10/15/2017,10/14/2019,15000.000,VT
DGILMAN,AGR,0000000000000000000025992,0000283042,Computer Aid Inc,Approved,Purchase USAFoodSafety program,Sole,Info tech,2/15/2014,11/15/2017,450575.000,PA
DGILMAN,AGR,0000000000000000000028015,0000007237,Stone Environmental Inc,Approved,Partner Database,Standard,Info tech,11/3/2014,10/31/2017,216000.000,VT
DGILMAN,AGR,0000000000000000000028192,0000007066,Newcomb Studios,Approved,Design & Layout AGRIVIEW,Qual based,Other,1/1/2015,12/31/2018,28880.000,VT
DGILMAN,AGR,0000000000000000000028580,0000341824,"Dulles Technology Partners, Inc.",Approved,,Standard,Info tech,3/9/2015,9/8/2019,119200.000,VA
DGILMAN,AGR,0000000000000000000028848,0000000360,Dubois & King Inc,Approved,Water Resources,Standard,Arch/Eng,4/20/2015,12/31/2017,95000.000,VT
DGILMAN,AGR,0000000000000000000028871,0000007260,Cross Consulting Engineers PC,Approved,AGR WATER QUALITY PROJECT,Standard,Arch/Eng,4/27/2015,12/31/2017,95000.000,VT
DGILMAN,AGR,0000000000000000000028900,0000007237,Stone Environmental Inc,Approved,WATER QUALITY MONITORING,Standard,Arch/Eng,4/27/2015,12/31/2017,107669.950,VT
DGILMAN,AGR,0000000000000000000028901,0000321906,"Ruggiano Engineering, Inc",Approved,WATER QUALITY MONITORING,Standard,Arch/Eng,4/27/2015,12/31/2017,95000.000,VT
DGILMAN,AGR,0000000000000000000028914,0000343329,"Donald L Hamlin Consulting Engineers, I",Approved,WATER QUALITY MONITORING,Standard,Arch/Eng,4/27/2015,12/31/2017,95000.000,VT
DGILMAN,AGR,0000000000000000000029724,0000005132,Cold Hollow Cider Mill,Approved,,Standard,Zero,8/1/2015,10/30/2017,0.000,VT
DGILMAN,AGR,0000000000000000000029726,0000082800,Halladays,Approved,,Standard,Zero,8/1/2015,10/30/2017,0.000,VT
DGILMAN,AGR,0000000000000000000029727,0000301912,Kisco Ice Cream Company LLC,Approved,,Standard,Zero,8/1/2015,10/30/2017,0.000,NY
DGILMAN,AGR,0000000000000000000029728,0000326685,The Vermont Flannel Company,Approved,,Standard,Zero,8/1/2015,10/30/2017,0.000,VT
DGILMAN,AGR,0000000000000000000030030,0000008266,Vermont Assoc of Conservation Districts,Approved,NLake WATER QUALITY,Standard,Arch/Eng,9/18/2015,12/31/2017,95000.000,VT
DGILMAN,AGR,0000000000000000000030030,0000008266,Vermont Assoc of Conservation Districts,Approved,NLake WATER QUALITY,Standard,Arch/Eng,9/18/2015,12/31/2017,95000.000,VT
DGILMAN,AGR,0000000000000000000030032,0000269318,Friends of Northern Lake Champlain Inc,Approved,NLake WATER QUALITY,Standard,Arch/Eng,9/1/2015,12/31/2017,95000.000,VT
DGILMAN,AGR,0000000000000000000030033,0000249517,Farmers Watershed Alliance,Approved,WATER QUALITY,Standard,Arch/Eng,9/14/2015,12/31/2017,95000.000,VT
DGILMAN,AGR,0000000000000000000030428,0000007237,Stone Environmental Inc,Approved,GEO-TARGET MANURE DIGESTERS,Qual based,Other,11/5/2015,6/30/2017,18200.000,VT
DGILMAN,AGR,0000000000000000000030509,0000002299,Chittenden Solid Waste District,Approved,Dispose of unwanted pesticides,Sole,Other,7/1/2015,4/30/2018,100000.000,VT
DGILMAN,AGR,0000000000000000000030790,0000006411,Greater Upper Valley Solid Waste,Approved,Pesticide collection/disposal,Statutory,Other,6/15/2016,6/30/2018,15000.000,VT
DGILMAN,AGR,0000000000000000000031240,0000352711,"Ferenc,Neal D.",Approved,Post-judgement collections,Qual based,Zero,5/1/2016,6/30/2018,0.000,VT
