LTCR,RUFF,RUT,ALCR,AADT,Treatment,Base,Years since Work,Actual LTCR,Actual RUFF,Actual RUT,Actual ALCR
100,100,85.22164819,99.4427157,5728,OVL,TONS,0,100,100,85.22164819,99.4427157
100,100,85.0805601,100,5700,OVL,TONS,0,100,100,85.0805601,100
100,100,72.03130615,96.58940569,5700,OVL,THCK,0,100,100,72.03130615,96.58940569
100,100,85.1531692,98.4514224,5759,OVL,THCK,0,100,100,85.1531692,98.4514224
100,100,84.82939827,98.424,5700,OVL,THCK,0,100,100,84.82939827,98.424
100,100,85.62058631,99.8543776,5387,OVL,THCK,0,100,100,85.62058631,99.8543776
100,100,85.09683575,100,5200,OVL,THCK,0,100,100,85.09683575,100
100,100,85.6309523,100,6223,OVL,THCK,0,100,100,85.6309523,100
100,100,85.47362912,98.97600689,6700,OVL,THCK,0,100,100,85.47362912,98.97600689
71.10183565,53.8010486,68.77400594,74.33903389,6700,OVL ,TONS,10,71.10183565,53.8010486,68.77400594,74.33903389
70.8798461,38.11188301,65.22875404,62.7019236,7276,OVL ,TONS,10,70.8798461,38.11188301,65.22875404,62.7019236
34.74385566,21.46456551,41.24402198,45.0465441,6591,MAF ,TONS,10,34.47278017,29.30340248,36.90579199,47.14884
94.20912502,99.36901442,80.43617648,85.79781228,4600,OVL ,TONS,2,94.06755594,99.3418893,80.44768717,85.83176
88.44799552,70.08798319,83.04816852,92.12,4600,OVL ,THCK,2,88.48021201,68.60780408,83.20953624,92.12
96.44139365,99.59882019,83.07234296,91.6566499,5200,OVL ,TONW,2,96.27720176,99.60429918,83.02631762,91.67638519
96.86608755,82.34728819,82.7966171,89.09435172,4546,OVL ,THCK,2,96.92092256,82.13817849,82.66536927,89.17519304
95.88913859,90.74994565,82.99797851,92.00015833,8900,OVL ,TONS,2,95.88913859,90.74994565,82.99797851,92.00015833
82.88987731,63.55810892,81.1010961,90.51059124,8961,OVL ,AONC,2,83.18617422,63.70581171,81.0979999,90.53083379
97.58523704,88.86602615,77.1700734,84.91029046,9000,MAF ,AONC,2,97.58523704,88.86602615,77.1700734,84.91029046
99.34458492,97.98871592,77.0627561,85.95870488,9074,MAF ,TONS,2,99.21745122,99.08988431,74.30612302,84.24464212
98.39240743,92.72367212,77.18309133,89.02567549,9103,MAF ,THCK,2,94.38728664,97.05118639,60.58123023,87.7466
97.47820152,83.64327837,82.9944504,80.0844639,8467,MAF ,THCK,5,97.69507619,82.81587036,82.95581125,79.76416
96.36364991,97.43513057,80.5876041,92.23793557,4761,OVL ,TONS,5,95.04008971,97.62334151,80.64901476,91.93023674
87.90945657,84.40317495,81.10554113,84.1306449,6396,MAF ,THCK,7,87.90945657,84.40317495,81.10554113,84.1306449
10.85770013,61.60407147,52.73554447,47.401,3500,OVL ,TONS,16,10.85770013,61.60407147,52.73554447,47.401
8.390750112,54.04800163,50.82849232,51.932,3500,OVL ,TONS,16,8.390750112,54.04800163,50.82849232,51.932
5.871244283,62.24380982,48.96759668,51.585,3500,OVL ,TONS,16,5.871244283,62.24380982,48.96759668,51.585
89.07518433,93.08844154,63.27788378,84.634,3500,OVL ,TONS,1,89.07518433,93.08844154,63.27788378,84.634
11.03975007,53.75231478,61.14291983,61.191,4114,OVL ,TONS,16,11.03975007,53.75231478,61.14291983,61.191
14.00050525,69.47516002,35.2797679,51.144,4300,OVL ,TONS,16,14.00050525,69.47516002,35.2797679,51.144
25.90349579,84.32461893,62.10535932,67.101,4891,OVL ,TONS,16,25.90349579,84.32461893,62.10535932,67.101
31.72883963,60.30587332,30.41175902,42.673,6364,OVL ,TONS,16,31.72883963,60.30587332,30.41175902,42.673
16.31406089,85.34990836,38.22675315,40.08882353,5400,OVL ,TONS,16,16.31406089,85.34990836,38.22675315,40.08882353
0,39.81825462,3.467270773,34.99,3167,OVL ,TONW,21,0,39.81825462,3.467270773,34.99
8.597183584,47.75834711,35.20625218,37.992,2900,OVL ,TONW,21,8.597183584,47.75834711,35.20625218,37.992
0.212857091,62.21448319,32.31300476,53.311,2900,OVL ,TONW,21,0.212857091,62.21448319,32.31300476,53.311
24.93055444,66.38171415,54.24478348,61.782,2900,OVL ,TONW,21,24.93055444,66.38171415,54.24478348,61.782
19.37297978,60.55293324,56.93129224,69.662,2900,OVL ,TONW,21,19.37297978,60.55293324,56.93129224,69.662
30.52472897,80.10290688,66.41204129,68.086,2900,OVL ,TONW,21,30.52472897,80.10290688,66.41204129,68.086
44.20537094,48.14420533,60.00888201,69.268,3308,OVL ,TONW,31,44.20537094,48.14420533,60.00888201,69.268
42.03991399,67.96388743,54.81247609,56.904,3800,OVL ,TONW,21,42.03991399,67.96388743,54.81247609,56.904
67.21987055,90.67681823,65.16228111,59.221,3800,OVL ,TONS,13,67.21987055,90.67681823,65.16228111,59.221
85.19514003,93.68684949,80.25220091,63.95121801,3800,OVL ,TONS,13,85.35652768,93.90921326,80.25220091,64.13672467
85.90857445,81.35448777,70.03035329,72.42,9300,OVL ,TONS,26,40.00446082,42.73336697,51.47382831,77.739
52.33233633,56.03980901,55.31913681,67.298,8322,OVL ,TONS,29,53.47594435,56.72218147,58.18886798,66.9699556
24.39861755,65.33214037,58.1918575,60.009,5197,OVL ,TONW,20,24.82974641,65.31115117,58.21872721,60.0824022
33.32631017,89.64186381,54.14567705,57.448,4900,OVL ,TONW,20,32.37880136,89.72283302,54.22367309,57.51050736
14.89322068,62.39182776,74.46743704,65.525,4700,PAO ,TONS,12,14.89322068,62.39182776,74.46743704,65.525
17.61287144,56.98795135,66.26957938,68.874,4346,PAO ,TONS,12,17.61287144,56.98795135,66.26957938,68.874
50.68777776,89.24453953,48.49275307,56.857,3400,OVL ,TONS,12,50.68777776,89.24453953,48.49275307,56.857
23.57847135,71.59709331,48.48494217,47.401,3336,OVL ,TONS,12,23.57847135,71.59709331,48.48494217,47.401
1.890420063,83.20724671,53.0816051,20.08603416,3300,PAO ,TONS,12,1.890420063,83.20724671,53.0816051,20.08603416
99.19569159,81.57747532,0,92.12,2000,MAF ,TONW,6,99.19569159,81.57747532,0,92.12
63.15675351,78.96162816,44.82497301,60.04907279,3498,OVL ,TONW,16,63.15675351,78.96162816,44.82497301,60.04907279
73.86218613,75.10008904,4.157128722,66.6676,4100,OVL ,THCK,24,73.86218613,75.10008904,4.157128722,66.6676
73.68751372,84.4363254,66.83878726,54.82543145,4778,OVL ,TONW,24,73.54926584,84.28008376,66.71158348,54.92564683
31.88264881,50.28949273,41.58450043,53.5868,6400,OVL ,TONW,18,30.20308229,47.97557371,38.93477715,52.62729412
53.82094181,8.821618189,40.8674163,63.15025455,5500,REC ,THCK,18,55.09159682,9.524381631,43.69695933,63.48370476
39.77822412,68.681049,72.82378965,52.10305229,5500,OVL ,TONW,13,40.49328698,68.66265082,72.68291578,51.82813223
62.62739914,77.38074096,32.24998926,38.41142994,5557,OVL ,AONC,13,58.68407314,71.91538997,26.52289711,39.55252
80.74178726,87.47107968,60.44772981,29.08,7400,OVL ,AONC,12,80.74178726,87.47107968,60.44772981,29.08
69.33558473,87.07935672,64.52302086,31.97853503,6402,OVL ,TONW,12,69.92832716,85.73543411,67.23887495,39.58008024
93.644841,91.8071034,77.21888068,50.75,4500,OVL ,THCK,12,93.644841,91.8071034,77.21888068,50.75
73.31387909,95.6135875,78.91645188,61.76882914,4500,OVL ,TONW,12,68.9736846,94.17342025,74.42465516,55.68184979
88.69561349,76.13290461,79.49836279,71.11998157,4100,OVL ,THCK,12,78.24231897,89.42365987,74.05502127,75.6114
81.86708028,85.69124122,74.86598391,65.36754868,3100,OVL ,TONW,12,76.35176631,81.95026934,76.48124564,65.69204606
31.34002899,40.31735669,10.55749061,51.28240513,3433,MAF ,AONC,14,31.34002899,40.31735669,10.55749061,51.28240513
11.20361944,63.88384444,11.82708416,53.83108,2100,OVL ,TONW,14,30.7471424,65.56554324,9.6319839,54.68100056
16.90739338,59.5124097,6.86076617,60.66252609,975,PAO ,TONW,17,24.33867417,66.44745765,13.50790402,64.53212
19.95295659,11.96718511,10.58393389,67.86497561,960,MAF,TONW,0,22.26536387,23.65394497,7.55995278,68.71612544
54.32531728,28.69070944,23.36826787,83.35487955,1839,MAF,AONC,0,54.32531728,28.69070944,23.36826787,83.35487955
68.00763011,37.53921373,68.85881018,83.61493761,1900,OVL ,TONW,21,58.63662253,38.33495156,64.80498053,81.5017
0,0,50.23710813,70.37162884,1930,CROL,THCK,17,0,0,53.87114427,70.80595862
16.37009334,10.53665543,48.08104946,60.49127247,2582,CROL,THCK,17,16.37009334,10.53665543,48.08104946,60.49127247
16.36966053,3.544303222,30.20397019,64.00918773,2700,OVL ,TONW,13,37.09383976,0,38.04464203,76.8328
28.36467586,22.30625982,40.19499389,69.09194234,2700,OVL ,THCK,13,28.36467586,22.30625982,40.19499389,69.09194234
64.08904886,50.89365115,60.03823624,82.95153617,2700,OVL ,TONW,9,63.42337026,49.8509119,60.03823624,82.82903233
66.67050383,52.2515568,61.60850646,84.043,2700,OVL ,AONC,9,65.97523952,51.16247357,61.60850646,83.91505155
37.95322723,57.69552665,71.61738308,79.83705,4373,OVL ,AONC,9,34.84939082,41.79146358,31.09132985,61.88790219
42.02959443,52.11018099,54.92011309,55.12460408,5101,OVL ,AONC,11,35.43033265,43.03114349,43.26002011,51.54194
84.10422726,84.63151995,13.21054805,40.9,4900,MAF ,AONC,11,84.10422726,84.63151995,13.21054805,40.9
6.903823536,0,22.47850073,52.58943625,7100,OVL ,AONC,16,28.74297575,17.49674278,34.15811106,56.19170175
94.21206016,94.16545179,59.31995842,85.17175676,4358,REC ,THCK,6,94.21206016,94.16545179,59.31995842,85.17175676
0.902848998,7.638374929,24.34950205,42.80727758,4300,CROL,TONS,16,1.838107961,13.12371986,20.41255362,53.7120718
0.660765229,27.47465451,40.90527359,59.9963767,3800,OVL ,TONS,11,41.5855093,24.96902206,23.33980145,57.22736
57.72420509,10.0772027,53.91453101,81.6593,2425,MAF ,THCK,11,38.86940019,0.4083136,61.49712097,83.92645895
4.680985168,0,42.49424136,82.8216,1600,OVL ,THCK,17,4.680985168,0,42.49424136,82.8216
4.874842308,9.95062972,26.63347556,66.54981693,1454,OVL ,TONS,17,3.912293827,7.985855699,33.52237434,66.66843652
10.4297958,63.21285987,0.333174231,69.071,260,OVL ,TONW,18,10.4297958,63.21285987,0.333174231,69.071
20.60457061,61.50158552,25.27974208,77.08981227,194,OVL ,TONW,18,20.60457061,61.50158552,25.27974208,77.08981227
84.42715293,42.98604558,5.224008073,49.18758621,10400,MAF ,TONS,8,84.42715293,42.98604558,5.224008073,49.18758621
84.42715293,42.98604558,5.224008073,49.18758621,10400,MAF ,THCK,8,84.42715293,42.98604558,5.224008073,49.18758621
86.08929618,60.52775929,81.10924437,86.59329257,10381,MAF ,THCK,3,86.10826082,60.71226087,81.1483329,86.66704
91.50530322,67.98701981,81.82570161,84.25576,10451,MAF ,TONS,3,92.08298542,67.55149696,81.9986083,84.15661376
81.17135325,33.70891635,80.10392376,85.95091811,6853,MAF ,THCK,3,80.87870972,31.57093837,80.17868338,86.10055556
7.135293438,15.98482545,27.47793464,47.43287134,3100,OVL ,TONW,12,6.022801451,16.10802174,23.19374053,47.17603871
100,100,85.03404629,100,3200,OVL,THCK,0,100,100,84.99367883,100
100,100,84.67178079,100,3200,OVL,TONS,0,100,100,84.2935557,100
18.30768905,86.61476255,36.06836576,45.44258824,2431,MAF ,TONS,10,18.30768905,86.61476255,36.06836576,45.44258824
41.41247864,71.91382616,57.57789606,80.694,2500,OVL ,TONS,16,41.41247864,71.91382616,57.57789606,80.694
15.84369096,87.24377419,47.98004906,75.572,2500,OVL ,TONS,16,15.84369096,87.24377419,47.98004906,75.572
4.377144347,74.23501603,44.66072279,59.812,2763,OVL ,TONS,16,4.377144347,74.23501603,44.66072279,59.812
1.646919187,60.81510106,19.50351843,45.58339623,3400,OVL ,TONS,16,1.646919187,60.81510106,19.50351843,45.58339623
28.95114122,72.74858757,37.14540904,71.88550388,3400,OVL ,THCK,16,28.95114122,72.74858757,37.14540904,71.88550388
22.78551223,85.32980998,39.40691184,60.69460452,3400,OVL ,TONS,16,22.78551223,85.32980998,39.40691184,60.69460452
87.86095068,75.62602507,59.74763436,80.65818182,3400,OVL ,THCK,16,87.86095068,75.62602507,59.74763436,80.65818182
78.82834067,84.6031418,74.77510017,81.088,3400,OVL ,TONS,16,78.82834067,84.6031418,74.77510017,81.088
24.12134356,72.00040749,44.94170647,59.68850746,3400,OVL ,TONS,16,24.12134356,72.00040749,44.94170647,59.68850746
67.16875397,33.98114463,71.49240655,78.08837297,3626,OVL ,THCK,12,67.16875397,33.98114463,71.49240655,78.08837297
65.90685144,60.3617508,76.94464959,73.28453237,3700,OVL ,THCK,12,65.90685144,60.3617508,76.94464959,73.28453237
40.51345546,68.64993768,61.75732768,69.53478513,3700,OVL ,TONS,12,40.51345546,68.64993768,61.75732768,69.53478513
46.83431429,74.87982027,56.16537838,67.889,3700,OVL ,TONS,12,46.83431429,74.87982027,56.16537838,67.889
47.25249914,81.76576718,72.19856145,72.53588235,3700,OVL ,TONS,12,47.25249914,81.76576718,72.19856145,72.53588235
88.78745667,71.41699928,79.96563163,75.98476191,3700,OVL ,THCK,12,88.78745667,71.41699928,79.96563163,75.98476191
91.36104171,66.19668922,77.20025737,72.617,4235,OVL ,THCK,12,91.36104171,66.19668922,77.20025737,72.617
93.1563071,77.15080793,73.07299814,76.46526718,4400,OVL ,THCK,12,93.1563071,77.15080793,73.07299814,76.46526718
45.79675137,59.93731869,47.76732772,60.77909091,4926,OVL ,TONS,12,45.79675137,59.93731869,47.76732772,60.77909091
93.85590544,61.27754233,0,48.78,5900,OVL ,AONC,12,93.85590544,61.27754233,0,48.78
84.34344079,81.95791026,2.643967632,63.91789474,6295,MAF ,AONC,9,80.80999441,79.67183772,0.151539623,62.6472549
93.77581921,83.43443771,73.2377928,72.55009434,7100,MAF ,THCK,9,93.77581921,83.43443771,73.2377928,72.55009434
93.37461045,68.80212646,77.86754747,78.33,7001,OVL ,THCK,9,93.37461045,68.80212646,77.86754747,78.33
94.98222005,84.83541306,74.85381843,79.512,6539,OVL ,THCK,9,94.98222005,84.83541306,74.85381843,79.512
92.33496802,50.7359249,73.22900466,79.512,4600,OVL ,THCK,9,92.38068392,51.02974642,73.22900466,79.56369781
96.50439278,99.23825766,72.07592992,76.80295858,8500,MAF ,TONS,3,96.50439278,99.23825766,72.07592992,76.80295858
97.22301617,99.76833947,74.28941866,77.49892373,8824,OVL ,TONS,3,97.94837582,98.43186561,75.23551507,81.285
46.50524286,65.07310766,41.74472945,54.98978261,2567,OVL ,TONS,15,46.50524286,65.07310766,41.74472945,54.98978261
22.58744508,50.03544522,20.54030206,57.73529167,1500,OVL ,TONS,15,17.37727545,50.72294472,25.63674678,57.29339241
5.915036721,50.8443445,3.708035207,40.27033952,1187,PAO ,TONS,17,7.511138336,49.93376471,3.712560078,41.24278
99.02471061,99.44543276,75.71207818,87.983,1300,OVL ,TONW,3,99.02471061,99.44543276,75.71207818,87.983
97.56859149,99.50116441,76.52431096,87.589,1300,OVL ,TONW,3,97.56859149,99.50116441,76.52431096,87.589
98.00634971,99.73046344,77.6062329,88.18,1300,OVL ,TONW,3,98.00634971,99.73046344,77.6062329,88.18
98.14343982,99.44199581,76.53123691,87.983,1370,OVL ,TONW,3,98.14343982,99.44199581,76.53123691,87.983
96.86232545,98.43123616,75.06563419,87.983,1009,OVL ,TONS,3,96.86232545,98.43123616,75.06563419,87.983
99.38126279,98.94444586,76.72578655,90.544,990,OVL ,TONS,3,99.38126279,98.94444586,76.72578655,90.544
97.14946568,94.40707234,79.4418254,90.347,990,OVL ,TONS,3,97.14946568,94.40707234,79.4418254,90.347
98.87595613,97.8566449,78.40456338,89.756,990,OVL ,TONS,3,98.87595613,97.8566449,78.40456338,89.756
92.93858523,93.77449672,72.504812,88.574,592,OVL ,TONS,3,92.93858523,93.77449672,72.504812,88.574
96.90725136,98.08359116,78.59185619,90.741,480,OVL ,TONS,3,96.90725136,98.08359116,78.59185619,90.741
91.26075914,91.56076951,76.72784001,87.86546219,480,OVL ,TONS,3,91.26075914,91.56076951,76.72784001,87.86546219
48.03410572,63.04196827,54.5467151,86.21,480,PAO ,THCK,18,48.03410572,63.04196827,54.5467151,86.21
30.72675593,12.41361489,55.6737883,83.452,543,PAO ,THCK,18,30.72675593,12.41361489,55.6737883,83.452
11.94031084,30.66508112,37.011691,72.223,550,PAO ,THCK,18,11.94031084,30.66508112,37.011691,72.223
28.17701223,21.89214341,42.41694092,78.133,550,PAO ,THCK,18,28.17701223,21.89214341,42.41694092,78.133
33.37089282,25.05493542,48.7668007,76.11375,550,PAO ,THCK,18,33.37089282,25.05493542,48.7668007,76.11375
94.66630035,91.04919245,80.93992461,85.816,2400,OVL ,THCK,10,94.66630035,91.04919245,80.93992461,85.816
89.03662945,93.12516887,80.01525668,87.983,2400,OVL ,THCK,10,89.03662945,93.12516887,80.01525668,87.983
89.42316747,81.56900772,75.93296862,87.10483592,2400,OVL ,THCK,10,89.42316747,81.56900772,75.93296862,87.10483592
83.96193102,66.95930166,74.52033072,84.04346793,2600,OVL ,TONS,10,83.96193102,66.95930166,74.52033072,84.04346793
75.07573051,73.78909913,66.98356369,80.3,2600,OVL ,TONS,10,75.07573051,73.78909913,66.98356369,80.3
52.93804238,26.28387745,50.9885619,69.662,2600,OVL ,TONS,15,52.93804238,26.28387745,50.9885619,69.662
28.12310295,29.30337282,50.59077322,62.767,2043,OVL ,TONS,15,28.12310295,29.30337282,50.59077322,62.767
18.14103727,20.89806835,37.81975529,62.176,1649,OVL ,TONS,15,18.14103727,20.89806835,37.81975529,62.176
2.382050029,5.507177996,36.04599356,57.448,1200,OVL ,TONS,15,2.382050029,5.507177996,36.04599356,57.448
20.47681573,9.679329056,54.73749349,71.238,1200,OVL ,TONS,15,20.47681573,9.679329056,54.73749349,71.238
28.24631711,12.32644442,38.9733413,70.253,1200,OVL ,TONS,15,28.24631711,12.32644442,38.9733413,70.253
55.38719082,35.76513938,41.90677554,75.572,1200,OVL ,TONS,15,55.38719082,35.76513938,41.90677554,75.572
34.82674152,15.44543676,43.15138838,53.508,1879,OVL ,TONS,15,34.82674152,15.44543676,43.15138838,53.508
43.47575511,21.97819553,36.29073391,46.416,2011,OVL ,TONS,15,43.47575511,21.97819553,36.29073391,46.416
49.14288217,56.76507711,46.80585906,47.007,2177,MAF ,TONS,12,49.14288217,56.76507711,46.80585906,47.007
11.4028118,33.7841801,61.27229395,64.146,1200,OVL ,TONS,10,11.4028118,33.7841801,61.27229395,64.146
15.19953696,49.82796743,49.79654288,64.934,1200,OVL ,TONS,10,15.19953696,49.82796743,49.79654288,64.934
33.98688144,64.70777095,69.89925503,71.829,1200,OVL ,TONS,10,33.98688144,64.70777095,69.89925503,71.829
21.35655453,91.22121104,65.46877189,61.238,1048,PAO ,TONS,10,21.35655453,91.22121104,65.46877189,61.238
5.019601731,96.23613072,67.98891618,60.206,860,PAO ,TONS,10,5.019601731,96.23613072,67.98891618,60.206
0,95.17233773,57.38227708,39.718,860,PAO ,TONS,10,0,95.17233773,57.38227708,39.718
1.313425619,94.68684303,47.56855272,45.037,860,PAO ,TONS,10,1.313425619,94.68684303,47.56855272,45.037
1.629243318,86.43629369,29.76150585,35.037,860,PAO ,TONW,10,1.629243318,86.43629369,29.76150585,35.037
5.569456325,89.12543773,37.01752218,50.159,949,PAO ,TONW,10,5.569456325,89.12543773,37.01752218,50.159
85.80536483,78.51727823,72.87981847,63.949,2300,PAO ,TONS,10,85.80536483,78.51727823,72.87981847,63.949
69.63095107,95.19163064,75.32073116,69.465,2544,PAO ,TONS,10,69.63095107,95.19163064,75.32073116,69.465
31.17750576,86.81706113,68.91494467,57.645,3000,PAO ,TONS,10,31.17750576,86.81706113,68.91494467,57.645
57.56659247,85.24238735,66.3678751,59.98832611,3101,PAO ,TONS,10,60.97650464,87.66239657,73.33583449,63.555
41.95987908,46.56740207,43.30204308,67.298,3100,OVL ,TONW,14,41.95987908,46.56740207,43.30204308,67.298
7.582061965,23.49037875,17.4079073,55.675,2798,OVL ,TONW,14,7.582061965,23.49037875,17.4079073,55.675
22.81798134,55.93230261,25.8012734,69.859,1789,OVL ,TONW,14,22.81798134,55.93230261,25.8012734,69.859
8.133373916,19.0386588,15.32864471,59.221,1600,OVL ,TONW,14,8.133373916,19.0386588,15.32864471,59.221
17.19998206,42.9696311,38.2740717,66.51,1559,OVL ,TONS,14,17.19998206,42.9696311,38.2740717,66.51
97.20067756,99.97725699,75.10979635,84.634,1300,PAO ,TONS,4,97.20067756,99.97725699,75.10979635,84.634
97.99924714,99.49352541,72.47503819,86.013,1216,PAO ,TONS,4,97.99924714,99.49352541,72.47503819,86.013
99.00927448,99.90077609,74.51124629,86.407,1000,PAO ,TONS,4,99.00927448,99.90077609,74.51124629,86.407
97.37507951,99.41122258,76.28413327,85.422,919,PAO ,TONS,4,97.37507951,99.41122258,76.28413327,85.422
99.08527615,99.74218492,75.09517865,87.589,830,PAO ,TONS,4,99.08527615,99.74218492,75.09517865,87.589
98.11535778,99.98123356,74.1271531,83.255,830,PAO ,TONS,3,98.11535778,99.98123356,74.1271531,83.255
98.67341701,100,78.64866951,85.816,830,PAO ,TONS,3,98.67341701,100,78.64866951,85.816
94.90003145,99.6173002,76.37142597,79.315,830,PAO ,TONS,3,94.90003145,99.6173002,76.37142597,79.315
96.12560716,99.88356475,76.53388149,83.452,830,PAO ,TONS,3,96.12560716,99.88356475,76.53388149,83.452
97.31568514,99.95002992,77.73651591,87.48552291,830,PAO ,TONS,3,97.31568514,99.95002992,77.73651591,87.48552291
99.89718648,95.93184078,78.96036761,91.62405594,830,OVL ,THCK,3,99.80265325,97.93350753,77.8444848,92.14644295
88.34644166,97.74032805,66.71243254,80.891,1300,OVL ,TONW,10,88.34644166,97.74032805,66.71243254,80.891
56.73837007,95.67664959,66.82960717,81.482,1300,OVL ,TONW,10,56.73837007,95.67664959,66.82960717,81.482
49.80234936,87.05176809,63.51630482,81.876,1278,OVL ,TONW,10,49.80234936,87.05176809,63.51630482,81.876
57.96603136,86.44132876,69.06347565,81.679,1200,OVL ,TONW,10,57.96603136,86.44132876,69.06347565,81.679
81.00751171,92.79037506,73.07619696,82.51259023,1200,OVL ,TONW,10,81.00751171,92.79037506,73.07619696,82.51259023
85.57546481,96.50870407,75.09369747,81.06726316,1200,OVL ,THCK,10,85.57546481,96.50870407,75.09369747,81.06726316
74.39054474,86.27834124,71.35282185,84.53958525,1200,OVL ,TONW,10,74.39054474,86.27834124,71.35282185,84.53958525
67.51678519,94.96290508,68.01092621,82.27,1237,OVL ,TONW,10,67.51678519,94.96290508,68.01092621,82.27
63.76955063,92.19170704,73.17241608,78.33,1600,OVL ,TONW,10,63.76955063,92.19170704,73.17241608,78.33
59.53762485,77.77309728,66.33222999,78.11111111,1600,MAF ,TONW,10,59.53762485,77.77309728,66.33222999,78.11111111
9.532161238,36.28378383,5.284523365,40.703,895,OVL ,TONS,17,9.532161238,36.28378383,5.284523365,40.703
1.750801468,32.71951815,4.078646204,42.082,870,OVL ,TONS,17,1.750801468,32.71951815,4.078646204,42.082
6.131918823,43.96991487,6.398286968,52.129,870,OVL ,TONS,17,6.131918823,43.96991487,6.398286968,52.129
14.11255986,29.08647518,11.3875024,60.009,870,SEAL,TONW,27,14.11255986,29.08647518,11.3875024,60.009
0,56.35479033,27.9080072,52.917,1042,SEAL,TONW,27,0,56.35479033,27.9080072,52.917
0,72.46962708,25.04973143,44.052,1100,SEAL,TONW,27,0,72.46962708,25.04973143,44.052
0,42.32313597,31.93431728,47.992,1100,SEAL,TONW,27,0,42.32313597,31.93431728,47.992
0.435492673,55.65308665,27.78562963,43.461,1100,SEAL,TONW,27,0.435492673,55.65308665,27.78562963,43.461
5.491845873,57.35320184,24.00724631,43.855,1100,SEAL,TONW,27,5.491845873,57.35320184,24.00724631,43.855
0,77.62975599,3.25788342,32.035,1100,SEAL,TONW,27,0,77.62975599,3.25788342,32.035
0.805645553,70.50619514,29.21486457,45.628,1100,SEAL,TONW,27,0.805645553,70.50619514,29.21486457,45.628
0.058626295,78.13916151,32.26321686,46.416,1100,SEAL,TONW,27,0.058626295,78.13916151,32.26321686,46.416
2.423544894,77.91404608,24.39925533,54.296,1100,SEAL,TONW,23,2.423544894,77.91404608,24.39925533,54.296
5.045026189,33.03920613,37.40630425,57.251,2035,SEAL,TONW,23,5.045026189,33.03920613,37.40630425,57.251
2.501429272,6.192261484,46.30686825,70.45,2200,SEAL,TONW,23,1.24846194,30.55264721,22.97966018,50.48480769
11.14840574,6.582056198,44.59378051,58.039,2200,OVL ,TONS,21,11.14840574,6.582056198,44.59378051,58.039
4.590262991,29.55243499,58.67515264,51.538,2200,OVL ,TONS,21,4.590262991,29.55243499,58.67515264,51.538
9.825684622,28.46085591,71.58965907,61.191,2200,OVL ,TONS,21,9.825684622,28.46085591,71.58965907,61.191
5.99139759,16.17234485,54.56379065,41.491,2571,OVL ,TONS,21,5.99139759,16.17234485,54.56379065,41.491
28.81472096,60.79264298,39.21960804,40.159,3900,OVL ,TONS,27,28.81472096,60.79264298,39.21960804,40.159
27.98217862,44.56786527,19.52736597,52.81688525,3809,OVL ,TONS,27,27.98217862,44.56786527,19.52736597,52.81688525
47.89596384,44.50626617,55.67705231,59.16867188,3676,OVL ,THCK,21,47.89596384,44.50626617,55.67705231,59.16867188
54.57500835,41.32284421,40.18880825,73.7310453,3162,OVL ,THCK,21,54.57500835,41.32284421,40.18880825,73.7310453
22.83301136,70.85733914,40.83008362,67.33176233,3000,PAO ,TONS,17,11.90013077,63.14741185,26.61595681,58.63
76.91006533,53.22830133,47.20665134,73.011,4201,OVL ,TONS,12,76.91006533,53.22830133,47.20665134,73.011
63.44974539,11.05789808,62.94194572,71.829,3900,OVL ,TONS,12,63.44974539,11.05789808,62.94194572,71.829
48.04737998,19.63086656,65.99119994,74.39,3900,OVL ,TONS,12,48.04737998,19.63086656,65.99119994,74.39
37.76572791,13.73126247,64.22731789,78.33,3418,OVL ,TONS,12,37.76572791,13.73126247,64.22731789,78.33
65.92296685,22.9093408,58.5977753,75.572,3130,OVL ,TONW,12,65.92296685,22.9093408,58.5977753,75.572
28.91690536,10.9212228,40.54968938,66.707,2000,OVL ,TONS,12,28.91690536,10.9212228,40.54968938,66.707
28.84665019,3.871278192,50.40725929,67.298,1975,OVL ,TONS,12,28.84665019,3.871278192,50.40725929,67.298
14.58120735,9.349038937,39.71420704,61.26715655,1800,OVL ,TONS,12,14.58120735,9.349038937,39.71420704,61.26715655
59.81871727,34.42703752,59.5748339,83.71632911,1800,OVL ,THCK,12,59.81871727,34.42703752,59.5748339,83.71632911
45.37714293,27.34326196,50.05553904,77.95613139,1800,OVL ,TONS,12,45.37714293,27.34326196,50.05553904,77.95613139
19.26084088,20.50376616,54.19706617,73.011,1800,OVL ,TONS,12,19.26084088,20.50376616,54.19706617,73.011
35.4638816,23.79740457,54.00221302,65.919,1121,OVL ,TONS,12,35.4638816,23.79740457,54.00221302,65.919
14.02555871,7.403944119,38.15262509,67.692,930,OVL ,TONS,12,14.02555871,7.403944119,38.15262509,67.692
17.10179938,9.990912835,43.17603341,70.647,930,OVL ,TONS,17,17.10179938,9.990912835,43.17603341,70.647
53.59449777,54.26307956,50.84959759,80.694,930,OVL ,TONS,17,53.59449777,54.26307956,50.84959759,80.694
28.99829771,31.47009342,55.36070819,67.101,930,OVL ,TONS,12,28.99829771,31.47009342,55.36070819,67.101
31.85507578,49.90657552,62.98491629,73.405,930,OVL ,TONS,12,31.85507578,49.90657552,62.98491629,73.405
7.244270181,51.89917556,51.61381988,69.071,930,OVL ,TONS,12,7.244270181,51.89917556,51.61381988,69.071
